id_stock_summary,date,stock_code,stock_name,remarks,previous,open_price,first_trade,high,low,close,change,volume,value,frequency,index_individual,offer,offer_volume,bid,bid_volume,listed_shares,tradeble_shares,weight_for_index,foreign_sell,foreign_buy,delisting_date,non_regular_volume,non_regular_value,non_regular_frequency
4024001,2026-06-03,AADI,Adaro Andalan Indonesia Tbk.,CDMO1SD0F10000A121------------,8325.0,8300.0,8325.0,8425.0,7850.0,8000.0,-325.0,23469400.0,190835972500.0,10333.0,144.1,8025.0,3400.0,8000.0,50500.0,7786891760.0,7786891760.0,1486517637.0,6189700.0,4475400.0,,280.0,2201261.0,4.0
4024002,2026-06-03,AALI,Astra Agro Lestari Tbk.,--MO113E100000D232------------,6825.0,6800.0,6825.0,6825.0,6525.0,6650.0,-175.0,4212500.0,28092305000.0,3558.0,540.2,6675.0,100.0,6650.0,96500.0,1924688333.0,1924688333.0,390711732.0,3581300.0,1990600.0,,0.0,0.0,0.0
4024003,2026-06-03,ABBA,Mahaka Media Tbk.,--U-4100000000E614-E---------X,37.0,0.0,0.0,37.0,37.0,37.0,0.0,102900.0,3807300.0,38.0,81.7,37.0,362700.0,36.0,1100.0,3935892857.0,3935892857.0,1298844643.0,0.0,0.0,,0.0,0.0,0.0
4024004,2026-06-03,ABDA,Asuransi Bina Dana Arta Tbk.,--UO2105000000G412------------,3500.0,0.0,0.0,3400.0,3070.0,3120.0,-380.0,8000.0,25380000.0,27.0,712.3,3390.0,100.0,3110.0,100.0,620806680.0,620806680.0,81325675.0,1500.0,0.0,,0.0,0.0,0.0
4024005,2026-06-03,ABMM,ABM Investama Tbk.,XDMO1135000000A121------------,2390.0,2410.0,2410.0,2420.0,2260.0,2320.0,-70.0,1129000.0,2607420000.0,885.0,61.9,2320.0,5500.0,2310.0,100.0,2753165000.0,2753165000.0,413800700.0,411500.0,76500.0,,0.0,0.0,0.0
4024006,2026-06-03,ACES,Aspirasi Hidup Indonesia Tbk.,--MO1835UK6000E743------------,348.0,352.0,352.0,352.0,340.0,348.0,0.0,40116300.0,13825167600.0,4267.0,424.4,350.0,425700.0,348.0,851200.0,17120389700.0,17120389700.0,6846443841.0,8150000.0,14953500.0,,0.0,0.0,0.0
4024007,2026-06-03,ACRO,Samcro Hyosung Adilestari Tbk.,--UO2100000000E413------------,65.0,64.0,65.0,67.0,56.0,60.0,-5.0,3860700.0,236790400.0,657.0,55.6,60.0,272900.0,59.0,87800.0,3469345537.0,749273042.0,729950301.0,3000.0,0.0,,0.0,0.0,0.0
4024008,2026-06-03,ACST,Acset Indonusa Tbk.,--U-4105000000J211-E---------X,83.0,0.0,0.0,82.0,78.0,79.0,-4.0,939100.0,75749200.0,76.0,5.8,80.0,15100.0,79.0,34400.0,17675160000.0,17675160000.0,1560716628.0,0.0,0.0,,0.0,0.0,0.0
4024009,2026-06-03,ADCP,Adhi Commuter Properti Tbk.,--UO2135000000H111M-----------,50.0,50.0,50.0,50.0,50.0,50.0,0.0,22500.0,1125000.0,55.0,38.5,50.0,67805500.0,0.0,0.0,22222222200.0,22222222200.0,2222222220.0,0.0,0.0,,0.0,0.0,0.0
4024010,2026-06-03,ADES,Akasha Wira International Tbk.,--UO1135000000D212------------,22225.0,22225.0,22300.0,22400.0,21000.0,21950.0,-275.0,100700.0,2173077500.0,191.0,1140.3,21950.0,700.0,21600.0,300.0,589896800.0,589896800.0,50318197.0,6000.0,5100.0,,0.0,0.0,0.0
4024011,2026-06-03,ADHI,Adhi Karya (Persero) Tbk.,--MO1105300000J211------------,166.0,168.0,168.0,168.0,154.0,156.0,-10.0,8490100.0,1342271500.0,1412.0,134.2,157.0,124500.0,156.0,93800.0,8407608979.0,8407608979.0,2995631079.0,1517400.0,1253700.0,,0.0,0.0,0.0
4024012,2026-06-03,ADMF,Adira Dinamika Multi Finance Tbk.,--UO2105000000G211------------,8325.0,0.0,0.0,8325.0,8150.0,8225.0,-100.0,118000.0,971260000.0,224.0,353.8,8225.0,10000.0,8200.0,10700.0,1235803109.0,1235803109.0,67227689.0,10400.0,31200.0,,0.0,0.0,0.0
4024013,2026-06-03,ADMG,Polychem Indonesia Tbk,--UO2130000000B111------------,214.0,214.0,204.0,216.0,200.0,212.0,-2.0,533300.0,109477400.0,175.0,18.9,212.0,117700.0,204.0,25700.0,3889179559.0,3889179559.0,520372225.0,44400.0,159700.0,,0.0,0.0,0.0
4024014,2026-06-03,ADMR,Alamtri Minerals Indonesia Tbk.,--MO1SD3F33000A121------------,1450.0,1450.0,1455.0,1475.0,1290.0,1305.0,-145.0,56728300.0,76133758000.0,10756.0,1305.0,1305.0,713400.0,1300.0,723700.0,40882331500.0,40882331500.0,4725997521.0,12573000.0,29151300.0,,104.0,136170.0,2.0
4024015,2026-06-03,ADRO,Alamtri Resources Indonesia Tbk.,--MO1XD3Q63200A121------------,2280.0,2280.0,2280.0,2290.0,2110.0,2180.0,-100.0,111003900.0,242990717000.0,26539.0,198.2,2190.0,2600.0,2180.0,583600.0,29389689400.0,29389689400.0,8426023951.0,35462000.0,82712400.0,,56.0,121576.0,2.0
4024016,2026-06-03,AEGS,Anugerah Spareparts Sejahtera Tbk.,--U-3000000000E111------------,46.0,0.0,0.0,47.0,42.0,42.0,-4.0,3975200.0,171809700.0,216.0,42.0,43.0,1268700.0,42.0,681800.0,1006080721.0,1006080721.0,0.0,0.0,0.0,,0.0,0.0,0.0
4024017,2026-06-03,AGAR,Asia Sejahtera Mina Tbk.,--UO2130000000D231------------,230.0,234.0,234.0,234.0,196.0,212.0,-18.0,291000.0,61239800.0,152.0,192.7,212.0,8600.0,204.0,500.0,1000000000.0,1000000000.0,250100000.0,0.0,0.0,,0.0,0.0,0.0
4024018,2026-06-03,AGII,Samator Indo Gas Tbk.,--UO2135000000B111------------,2810.0,2810.0,2810.0,2910.0,2560.0,2800.0,-10.0,852900.0,2355100000.0,652.0,254.5,2860.0,1700.0,2790.0,30900.0,3066660000.0,3066660000.0,231532830.0,175200.0,72400.0,,0.0,0.0,0.0
4024019,2026-06-03,AGRO,Bank Raya Indonesia Tbk.,--MO1155300000G111------------,164.0,165.0,164.0,165.0,153.0,154.0,-10.0,13535700.0,2119828300.0,1154.0,256.6,155.0,15700.0,154.0,242300.0,24493093216.0,24493093216.0,3176754190.0,2838400.0,835100.0,,4000.0,620000.0,1.0
4024020,2026-06-03,AGRS,Bank IBK Indonesia Tbk.,--UO2105000000G111------------,64.0,65.0,65.0,65.0,61.0,63.0,-1.0,2797100.0,177340500.0,206.0,81.5,63.0,183100.0,62.0,59600.0,47367057874.0,47367057874.0,3576212869.0,0.0,0.0,,0.0,0.0,0.0
4024021,2026-06-03,AHAP,Asuransi Harta Aman Pratama Tbk.,--UO2100000000G412------------,89.0,91.0,90.0,91.0,76.0,79.0,-10.0,23169000.0,1882391600.0,1072.0,379.4,79.0,67000.0,78.0,639600.0,4900000000.0,4900000000.0,1251460000.0,3512900.0,2074700.0,,0.0,0.0,0.0
4024022,2026-06-03,AIMS,Artha Mahiya Investama Tbk.,--UO2100000000A121---L--------,390.0,390.0,380.0,390.0,352.0,376.0,-14.0,316300.0,117531000.0,221.0,300.8,376.0,3200.0,354.0,10000.0,220000000.0,220000000.0,71786000.0,0.0,0.0,,0.0,0.0,0.0
4024023,2026-06-03,AISA,FKS Food Sejahtera Tbk.,--MO1135000000D222------------,106.0,106.0,106.0,106.0,99.0,100.0,-6.0,2980900.0,301312200.0,484.0,12.2,101.0,2171300.0,100.0,7700.0,9311800000.0,9311800000.0,2394994960.0,718100.0,49700.0,,0.0,0.0,0.0
4024024,2026-06-03,AKKU,Anugerah Kagum Karya Utama Tbk.,--U-4100000000E512--D--------X,38.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,57.7,0.0,0.0,0.0,0.0,6449463636.0,6449463636.0,3938042496.0,0.0,0.0,,0.0,0.0,0.0
4024025,2026-06-03,AKPI,Argha Karya Prima Industry Tbk.,--UO2130000000B113------------,515.0,510.0,505.0,510.0,480.0,498.0,-17.0,137600.0,66531100.0,56.0,65.7,498.0,2800.0,490.0,100.0,612248000.0,612248000.0,104878082.0,0.0,100.0,,0.0,0.0,0.0
4024026,2026-06-03,AKRA,AKR Corporindo Tbk.,--MO1UATUAH200A112------------,1280.0,1300.0,1295.0,1300.0,1165.0,1205.0,-75.0,45373900.0,54449927000.0,17287.0,4801.9,1205.0,4700.0,1200.0,15900.0,20073474600.0,20073474600.0,6553989457.0,25951000.0,22905600.0,,3097800.0,3732849000.0,9.0
4024027,2026-06-03,AKSI,Mineral Sumberdaya Mandiri Tbk.,--UO2130000000K211------------,246.0,244.0,242.0,244.0,210.0,222.0,-24.0,136300.0,30913600.0,66.0,111.0,222.0,2600.0,216.0,700.0,720000000.0,720000000.0,54216000.0,600.0,0.0,,0.0,0.0,0.0
4024028,2026-06-03,ALDO,Alkindo Naratama Tbk.,--UO1135000000B131------------,695.0,700.0,710.0,710.0,665.0,680.0,-15.0,242900.0,168134000.0,101.0,1041.3,680.0,5400.0,675.0,1500.0,2700713744.0,2700713744.0,357574500.0,55600.0,26400.0,,0.0,0.0,0.0
4024029,2026-06-03,ALII,Ancara Logistics Indonesia Tbk.,--MO1105000000A122------------,890.0,900.0,900.0,940.0,815.0,815.0,-75.0,20654000.0,18543847500.0,2773.0,299.6,820.0,4500.0,815.0,47400.0,15825800000.0,15825800000.0,3070205200.0,2405500.0,14660000.0,,0.0,0.0,0.0
4024030,2026-06-03,ALKA,Alakasa Industrindo Tbk,--UO2130000000B141------------,685.0,690.0,690.0,700.0,585.0,610.0,-75.0,877100.0,557161000.0,522.0,102.7,620.0,700.0,610.0,200.0,507665055.0,507665055.0,60615208.0,0.0,71500.0,,0.0,0.0,0.0
4024031,2026-06-03,ALMI,Alumindo Light Metal Industry Tbk.,--U-4100000000B141----S------X,74.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,3816000000.0,3816000000.0,95400000.0,0.0,0.0,,0.0,0.0,0.0
4024032,2026-06-03,ALTO,Tri Banyan Tirta Tbk.,--U-4100000000D212M--L---Y---X,18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2191870558.0,2191870558.0,576242770.0,0.0,0.0,,0.0,0.0,0.0
4024033,2026-06-03,AMAG,Asuransi Multi Artha Guna Tbk.,XDUO1105000000G412------------,394.0,0.0,0.0,394.0,384.0,386.0,-8.0,61800.0,23955400.0,39.0,367.6,390.0,40400.0,388.0,100.0,5001552516.0,5001552516.0,500655407.0,2400.0,7900.0,,0.0,0.0,0.0
4024034,2026-06-03,AMAN,Makmur Berkah Amanda Tbk.,--MO2130000000H111------------,258.0,258.0,252.0,258.0,220.0,246.0,-12.0,1161400.0,282026200.0,264.0,223.6,248.0,5800.0,246.0,17100.0,3873500000.0,3873500000.0,424922950.0,44800.0,22700.0,,0.0,0.0,0.0
4024035,2026-06-03,AMAR,Bank Amar Indonesia Tbk.,--UO1105000000G111------------,196.0,196.0,196.0,196.0,191.0,192.0,-4.0,746300.0,143905900.0,120.0,164.7,193.0,140400.0,192.0,5100.0,18197283760.0,18197283760.0,1395731664.0,0.0,0.0,,0.0,0.0,0.0
4024036,2026-06-03,AMFG,Asahimas Flat Glass Tbk.,--UO2135000000C121------------,3080.0,0.0,0.0,3130.0,3080.0,3080.0,0.0,1800.0,5549000.0,7.0,125.7,3080.0,600.0,3070.0,3500.0,434000000.0,434000000.0,56723800.0,0.0,0.0,,0.0,0.0,0.0
4024037,2026-06-03,AMIN,Ateliers Mecaniques D Indonesie Tbk.,--UO2130000000C143------------,274.0,0.0,0.0,278.0,260.0,276.0,2.0,61800.0,16791400.0,48.0,215.6,276.0,25700.0,272.0,4300.0,1080000000.0,1080000000.0,197532000.0,0.0,0.0,,0.0,0.0,0.0
4024038,2026-06-03,AMMN,Amman Mineral Internasional Tbk.,--MO1H00504100B142------------,3890.0,3890.0,3890.0,3900.0,3310.0,3310.0,-580.0,321911000.0,1105624349000.0,37786.0,195.3,3310.0,19037800.0,0.0,0.0,72518217656.0,61314183036.0,13553654880.0,65780600.0,92704100.0,,1254600.0,4160726000.0,4.0
4024039,2026-06-03,AMMS,Agung Menjangan Mas Tbk.,--U-3000000000D231------------,370.0,0.0,0.0,370.0,334.0,342.0,-28.0,516200.0,180184200.0,83.0,342.0,342.0,155600.0,336.0,30700.0,1235296802.0,1235296802.0,0.0,47100.0,0.0,,0.0,0.0,0.0
4024040,2026-06-03,AMOR,Ashmore Asset Management Indonesia Tbk.,--UO2100000000G311------------,346.0,346.0,344.0,346.0,328.0,330.0,-16.0,102500.0,33930000.0,139.0,34.7,330.0,3400.0,328.0,34000.0,2222222400.0,2222222400.0,191333349.0,600.0,0.0,,0.0,0.0,0.0
4024041,2026-06-03,AMRT,Sumber Alfaria Trijaya Tbk.,--MO1U43534000D113------------,1380.0,1380.0,1385.0,1390.0,1320.0,1350.0,-30.0,121316500.0,163888390000.0,19245.0,3444.8,1365.0,100.0,1350.0,76500.0,41524501700.0,41524501700.0,17087332450.0,95289700.0,71778100.0,,290.0,393678.0,5.0
4024042,2026-06-03,ANDI,Andira Agro Tbk.,--U-4100000000D232-----------X,18.0,0.0,0.0,18.0,17.0,17.0,-1.0,4552400.0,78978500.0,336.0,42.5,17.0,151000.0,0.0,0.0,9350000000.0,9350000000.0,3834435000.0,0.0,0.0,,0.0,0.0,0.0
4024043,2026-06-03,ANJT,Austindo Nusantara Jaya Tbk.,--UO2105000000D232---L--------,1640.0,1640.0,1620.0,1640.0,1560.0,1615.0,-25.0,66300.0,104662000.0,95.0,134.6,1620.0,3900.0,1610.0,100.0,3354175000.0,3354175000.0,54673053.0,8300.0,0.0,,0.0,0.0,0.0
4024044,2026-06-03,ANTM,Aneka Tambang Tbk.,--MO1XNAWES600B146------------,2960.0,2960.0,2970.0,2980.0,2530.0,2610.0,-350.0,438971300.0,1178938081000.0,83993.0,1720.8,2620.0,419800.0,2610.0,4500.0,24030764725.0,24030764725.0,8372318430.0,176302700.0,140200200.0,,377718.0,981346124.0,6.0
4024045,2026-06-03,APEX,Apexindo Pratama Duta Tbk.,--MO2100000000A131------------,141.0,142.0,143.0,145.0,121.0,131.0,-10.0,17221900.0,2263875500.0,1757.0,8.4,131.0,62900.0,130.0,121500.0,3546466661.0,3546466661.0,1163950358.0,4187700.0,4712300.0,,0.0,0.0,0.0
4024046,2026-06-03,APIC,Pacific Strategic Financial Tbk.,--UO2105000000G511------------,835.0,710.0,710.0,710.0,710.0,710.0,-125.0,594000.0,421740000.0,309.0,755.2,710.0,526200.0,0.0,0.0,11766313488.0,11766313488.0,7385714976.0,593800.0,43200.0,,5013705.0,5529230820.0,5.0
4024047,2026-06-03,APII,Arita Prima Indonesia Tbk.,--UO2130000000C143------------,183.0,0.0,0.0,185.0,170.0,173.0,-10.0,205600.0,35531400.0,64.0,78.6,176.0,14900.0,173.0,4100.0,1075760000.0,1075760000.0,240324784.0,0.0,0.0,,0.0,0.0,0.0
4024048,2026-06-03,APLI,Asiaplast Industries Tbk.,CDUO2130000000B113------------,326.0,348.0,344.0,356.0,326.0,334.0,8.0,5124900.0,1716524000.0,1465.0,278.3,334.0,110600.0,332.0,44800.0,1362671400.0,1362671400.0,106560903.0,165100.0,165100.0,,0.0,0.0,0.0
4024049,2026-06-03,APLN,Agung Podomoro Land Tbk.,--MO1135000000H111------------,149.0,152.0,152.0,153.0,129.0,131.0,-18.0,31260400.0,4231157300.0,1751.0,35.9,131.0,435800.0,130.0,155600.0,22699326779.0,22699326779.0,2589993185.0,8646800.0,13687300.0,,65.0,8645.0,1.0
4024050,2026-06-03,ARCI,Archi Indonesia Tbk.,XDMO2K35806000B143------------,1175.0,1150.0,1150.0,1155.0,1000.0,1020.0,-155.0,87137700.0,90751511000.0,22599.0,136.0,1030.0,175200.0,1020.0,5000.0,25235000000.0,25235000000.0,4009841500.0,15320000.0,38632300.0,,0.0,0.0,0.0
4024051,2026-06-03,AREA,Dunia Virtual Online Tbk.,--UO2135000000I121------------,226.0,226.0,230.0,278.0,194.0,216.0,-10.0,1323900.0,302185400.0,828.0,164.9,216.0,52300.0,204.0,200.0,2539601000.0,2539601000.0,509443961.0,194800.0,40300.0,,0.0,0.0,0.0
4024052,2026-06-03,ARGO,Argo Pantes Tbk,--UO2105000000E413------------,870.0,0.0,0.0,875.0,830.0,830.0,-40.0,1600.0,1369000.0,8.0,20.9,845.0,5000.0,830.0,500.0,3174339029.0,3174339029.0,240297464.0,100.0,0.0,,0.0,0.0,0.0
4024053,2026-06-03,ARII,Atlas Resources Tbk.,--UO2135000000A121------------,278.0,0.0,0.0,278.0,240.0,256.0,-22.0,287000.0,74461200.0,113.0,17.1,266.0,10000.0,256.0,28700.0,3750000000.0,3750000000.0,1545750000.0,99000.0,74900.0,,0.0,0.0,0.0
4024054,2026-06-03,ARKA,Arkha Jayanti Persada Tbk.,--U-4100000000C143---L-------X,30.0,0.0,0.0,30.0,30.0,30.0,0.0,4001700.0,120051000.0,72.0,12.7,30.0,643100.0,29.0,791500.0,2000000000.0,2000000000.0,907600000.0,0.0,0.0,,0.0,0.0,0.0
4024055,2026-06-03,ARKO,Arkora Hydro Tbk.,--UO2105000000J411------------,6025.0,6100.0,6075.0,6100.0,5125.0,5125.0,-900.0,3454000.0,18767630000.0,1983.0,1708.3,5125.0,1014500.0,0.0,0.0,2928495000.0,2928495000.0,986609966.0,657200.0,483000.0,,70000.0,714000000.0,1.0
4024056,2026-06-03,ARMY,Armidian Karyatama Tbk.,--U-4100000000H111---L---Y---X,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,9006250000.0,9006250000.0,4491416875.0,0.0,0.0,,0.0,0.0,0.0
4024057,2026-06-03,ARNA,Arwana Citramulia Tbk.,--MO1135000000C121------------,438.0,442.0,440.0,442.0,408.0,418.0,-20.0,11209900.0,4697597800.0,1617.0,2841.0,418.0,3700.0,416.0,5100.0,7341430976.0,7341430976.0,2429279510.0,1897900.0,3606300.0,,0.0,0.0,0.0
4024058,2026-06-03,ARTA,Arthavest Tbk,--UO2105000000E512------------,2760.0,2760.0,2700.0,3200.0,2350.0,2350.0,-410.0,130300.0,367382000.0,363.0,1363.2,2350.0,6800.0,0.0,0.0,446674175.0,446674175.0,74103246.0,7100.0,900.0,,0.0,0.0,0.0
4024059,2026-06-03,ARTI,Ratu Prabu Energi Tbk,--U-4100000000A132-E-L-------X,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,7840000000.0,7840000000.0,4082288000.0,0.0,0.0,,0.0,0.0,0.0
4024060,2026-06-03,ARTO,Bank Jago Tbk.,--MO1855900000G111------------,1160.0,1165.0,1180.0,1185.0,1075.0,1090.0,-70.0,3529700.0,3904215000.0,2049.0,6627.8,1090.0,61700.0,1085.0,9800.0,13722768400.0,13722768400.0,3733965282.0,681600.0,1148200.0,,0.0,0.0,0.0
4024061,2026-06-03,ASBI,Asuransi Bintang Tbk.,--UO2100000000G412------------,414.0,416.0,414.0,416.0,394.0,400.0,-14.0,9400.0,3756600.0,23.0,303.7,412.0,200.0,400.0,2000.0,348386472.0,348386472.0,50516038.0,0.0,0.0,,0.0,0.0,0.0
4024062,2026-06-03,ASDM,Asuransi Dayin Mitra Tbk.,--UO2100000000G412------------,545.0,0.0,0.0,550.0,505.0,530.0,-15.0,104000.0,55276500.0,62.0,312.8,545.0,3100.0,530.0,1600.0,384000000.0,384000000.0,52531200.0,0.0,30000.0,,0.0,0.0,0.0
4024063,2026-06-03,ASGR,Astra Graphia Tbk.,--MO1135000000C224------------,1425.0,1425.0,1425.0,1430.0,1380.0,1395.0,-30.0,1263600.0,1767231500.0,596.0,289.2,1410.0,104700.0,1395.0,19400.0,1348780500.0,1348780500.0,297540978.0,92500.0,286300.0,,0.0,0.0,0.0
4024064,2026-06-03,ASHA,Cilacap Samudera Fishing Industry Tbk.,--UO2130000000D231------------,62.0,64.0,64.0,65.0,53.0,55.0,-7.0,55178900.0,3133688500.0,2667.0,55.0,55.0,797900.0,54.0,866300.0,5000000000.0,5000000000.0,2225000000.0,5953900.0,14408000.0,,0.0,0.0,0.0
4024065,2026-06-03,ASII,Astra International Tbk.,XDMO1UBAC7H200C311------------,4900.0,4900.0,4890.0,4920.0,4670.0,4840.0,-60.0,101108500.0,486582115000.0,30884.0,3461.2,4840.0,11900.0,4830.0,9600.0,40483553140.0,40483553140.0,17796569960.0,76379100.0,76285800.0,,1125380.0,5470457758.0,7.0
4024066,2026-06-03,ASJT,Asuransi Jasa Tania Tbk.,XDUO2100000000G412------------,174.0,0.0,0.0,175.0,160.0,169.0,-5.0,216900.0,36918300.0,31.0,147.4,170.0,197600.0,162.0,5000.0,1400000000.0,1400000000.0,316400000.0,2100.0,0.0,,0.0,0.0,0.0
4024067,2026-06-03,ASLC,Autopedia Sukses Lestari Tbk.,--MO2135000000E745------------,67.0,68.0,68.0,68.0,61.0,62.0,-5.0,19057300.0,1211857700.0,658.0,24.2,62.0,180900.0,61.0,986600.0,12746354780.0,12746354780.0,2477891369.0,946300.0,783700.0,,0.0,0.0,0.0
4024068,2026-06-03,ASLI,Asri Karya Lestari Tbk.,--UO2135000000J211------------,238.0,230.0,230.0,246.0,204.0,206.0,-32.0,4345000.0,928443000.0,502.0,206.0,212.0,21400.0,206.0,118800.0,6250000000.0,6250000000.0,2035000000.0,301200.0,483300.0,,0.0,0.0,0.0
4024069,2026-06-03,ASMI,Asuransi Maximus Graha Persada Tbk.,--U-4100000000G412---L-------X,17.0,0.0,0.0,17.0,16.0,16.0,-1.0,1862400.0,29857300.0,110.0,29.6,16.0,208200.0,0.0,0.0,8958380460.0,8958380460.0,5294402852.0,0.0,0.0,,0.0,0.0,0.0
4024070,2026-06-03,ASPI,Andalan Sakti Primaindo Tbk.,--UO2130000000H111------------,444.0,444.0,444.0,444.0,378.0,382.0,-62.0,713500.0,291684200.0,179.0,363.8,388.0,2400.0,382.0,12400.0,681823317.0,681823317.0,332866143.0,124000.0,15900.0,,0.0,0.0,0.0
4024071,2026-06-03,ASPR,Asia Pramulia Tbk.,--UO2130000000B131------------,216.0,218.0,218.0,218.0,184.0,184.0,-32.0,245986100.0,48534709200.0,29497.0,148.4,184.0,23839200.0,0.0,0.0,2712000000.0,1420000000.0,811972800.0,59471000.0,28092500.0,,0.0,0.0,0.0
4024072,2026-06-03,ASRI,Alam Sutera Realty Tbk.,--MO1135000000H111------------,115.0,115.0,116.0,117.0,105.0,109.0,-6.0,27616900.0,3030905600.0,1064.0,103.8,109.0,18900.0,108.0,237800.0,19649411888.0,19649411888.0,6175810156.0,3318500.0,1261200.0,,0.0,0.0,0.0
4024073,2026-06-03,ASRM,Asuransi Ramayana Tbk.,--UO2100000000G412------------,266.0,0.0,0.0,270.0,230.0,250.0,-16.0,78200.0,19653000.0,104.0,530.5,250.0,900.0,238.0,2000.0,1277992036.0,1277992036.0,113357894.0,600.0,0.0,,0.0,0.0,0.0
4024074,2026-06-03,ASSA,Adi Sarana Armada Tbk.,--MO1135106000K132------------,625.0,625.0,625.0,635.0,580.0,600.0,-25.0,18944900.0,11385466000.0,2240.0,166.7,600.0,59300.0,595.0,21500.0,3691137517.0,3691137517.0,1493065126.0,5456900.0,11046400.0,,0.0,0.0,0.0
4024075,2026-06-03,ATAP,Trimitra Prawara Goldland Tbk.,--UO2130000000H111------------,426.0,426.0,426.0,426.0,390.0,400.0,-26.0,1131500.0,447923400.0,189.0,400.0,400.0,15600.0,392.0,12000.0,1250000000.0,1250000000.0,250000000.0,238000.0,3000.0,,0.0,0.0,0.0
4024076,2026-06-03,ATIC,Anabatic Technologies Tbk.,--UO2135000000I121------------,498.0,0.0,0.0,515.0,470.0,470.0,-28.0,196800.0,95100900.0,60.0,67.1,470.0,12900.0,468.0,2500.0,2315361355.0,2315361355.0,248438273.0,43900.0,0.0,,0.0,0.0,0.0
4024077,2026-06-03,ATLA,Atlantis Subsea Indonesia Tbk.,--UO2130000000A132------------,50.0,50.0,50.0,50.0,50.0,50.0,0.0,701900.0,35095000.0,169.0,50.0,50.0,65877600.0,0.0,0.0,6199577693.0,6199577693.0,2315542268.0,0.0,0.0,,0.0,0.0,0.0
4024078,2026-06-03,AUTO,Astra Otoparts Tbk.,--MO1135106000E111------------,2510.0,2510.0,2520.0,2530.0,2460.0,2500.0,-10.0,6894700.0,17201518000.0,2022.0,2261.0,2510.0,129000.0,2500.0,1200.0,4819733000.0,4819733000.0,962500680.0,2981900.0,607200.0,,0.0,0.0,0.0
4024079,2026-06-03,AVIA,Avia Avian Tbk.,--MO11AC806000B113------------,336.0,338.0,336.0,338.0,322.0,324.0,-12.0,16419900.0,5387112800.0,1642.0,34.8,326.0,10700.0,324.0,764800.0,61953555600.0,61953555600.0,8723060628.0,12054000.0,4585600.0,,0.0,0.0,0.0
4024080,2026-06-03,AWAN,Era Digital Media Tbk.,--UO2130000000I111------------,154.0,154.0,153.0,154.0,135.0,136.0,-18.0,365700.0,53110200.0,166.0,136.0,141.0,100.0,136.0,5500.0,3435000000.0,3435000000.0,402925500.0,73100.0,25000.0,,0.0,0.0,0.0
4024081,2026-06-03,AXIO,Tera Data Indonusa Tbk.,CDUO2130000000I221------------,113.0,113.0,114.0,114.0,110.0,111.0,-2.0,386200.0,43121900.0,165.0,79.3,111.0,56900.0,110.0,111200.0,5840126500.0,5840126500.0,1188465743.0,77300.0,0.0,,0.0,0.0,0.0
4024082,2026-06-03,AYAM,Janu Putra Sejahtera Tbk.,--UO2135000000D231------------,308.0,308.0,308.0,308.0,290.0,300.0,-8.0,41725900.0,12377441200.0,684.0,300.0,300.0,5100.0,298.0,17000.0,4000000000.0,4000000000.0,838800000.0,4502100.0,564500.0,,0.0,0.0,0.0
4024083,2026-06-03,AYLS,Arkayana Lestari Grup Tbk.,--UO2130000000B121------------,140.0,0.0,0.0,146.0,120.0,121.0,-19.0,1811100.0,236068600.0,241.0,121.0,130.0,10000.0,121.0,33000.0,853423236.0,853423236.0,258672583.0,500.0,0.0,,0.0,0.0,0.0
4024084,2026-06-03,BABP,Bank MNC Internasional Tbk.,--UO2105000000G111------------,51.0,50.0,50.0,51.0,50.0,50.0,-1.0,1824400.0,91222600.0,161.0,59.4,50.0,7427900.0,0.0,0.0,44014333126.0,44014333126.0,5594221740.0,0.0,100000.0,,0.0,0.0,0.0
4024085,2026-06-03,BABY,Multitrend Indo Tbk.,--U-4130000000E741-----------X,146.0,0.0,0.0,146.0,133.0,133.0,-13.0,1175800.0,159372900.0,125.0,50.0,135.0,66100.0,133.0,589800.0,2854826582.0,1520240182.0,218394233.0,0.0,0.0,,0.0,0.0,0.0
4024086,2026-06-03,BACA,Bank Capital Indonesia Tbk.,--UO1105000000G111------------,121.0,121.0,121.0,123.0,114.0,118.0,-3.0,2185500.0,258085200.0,251.0,87.0,119.0,30100.0,118.0,18100.0,19753494636.0,19753494636.0,5048993229.0,319000.0,144700.0,,0.0,0.0,0.0
4024087,2026-06-03,BAIK,Bersama Mencapai Puncak Tbk.,--UO2130000000E515------------,515.0,515.0,515.0,550.0,498.0,520.0,5.0,2555900.0,1340888600.0,704.0,187.1,520.0,2790200.0,515.0,2900.0,1127497572.0,1127497572.0,227529010.0,404600.0,30400.0,,0.0,0.0,0.0
4024088,2026-06-03,BAJA,Saranacentral Bajatama Tbk.,--UO2100000000B144------------,145.0,146.0,146.0,146.0,137.0,138.0,-7.0,360700.0,50507100.0,150.0,55.2,142.0,5700.0,138.0,30200.0,1800000000.0,1800000000.0,399960000.0,17000.0,0.0,,0.0,0.0,0.0
